oid,name,name_en,type,address_manual,phone,www,email,for_disabled,ogrn,inn,coord
18993,"Театральная компания ""Открытое пространство""","Theatre company ""Open space""",негосударственное учреждение,"191015, Санкт-Петербург, Кавалергардская ул., д. 6, пом. 218","8-921-910-54-25, 8-950-045-85-03",http://vk.com/club5827066,tk.openspace@gmail.com,0,1067800034114,7842012909,"59.943721,30.381653"
18997,"Театр ""Астролябия в созвездии ""Z""","Theatre ""Astrolabe in the constellation ""Z""",негосударственное учреждение,"197046, Санкт-Петербург, Петроградская наб., д. 32","8 (812) 983-70-38, 8-921-182-49-48",http://theatre-z.ru,astrolabe.zet@mail.ru,0,-,-,"59.962030,30.334314"
19010,"Театр ""ЛДМ""","Theatre ""LDM""",негосударственное учреждение,"197376, Санкт-Петербург, ул. Профессора Попова, д. 47",8 (812) 313-22-53,https://ldm-theater.com,info@ldm-theater.com,0,1027806866592,7813173267,"59.971448,30.287602"
19011,"Театр ""Мюзик-Холл""","Theatre ""Music-Hall""",государственное городское учреждение,"197198, Санкт-Петербург, парк Александровский, д. 4","8 (812) 232-31-87, 8 (812) 232-92-01",http://www.musichallspb.ru,"info@musichallspb.ru, kontakt@musichallspb.ru",1,1027806869771,7813046420,"59.955296,30.310665"
19013,"Театр юного зрителя ""Синтез"" (АНО)","New Spectator Theatre ""Synthez""",некоммерческое учреждение,"197022, Санкт-Петербург, Каменноостровский пр., 64, корп. 3","8 (812) 640-88-89
+7 (905)286-68-77",https://vk.com/tnzsintez,teatrsintez@mail.ru,0,1027801579816,7802101038,"59.973966,30.302180"
19014,Санкт-Петербургская государственная консервтория имени Н.А. Римского-Корсакова,Rimskiy-Korsakov State Conservatory,государственное федеральное учреждение,"190000, Санкт-Петербург, Театральная пл., д. 3, лит. А",8 (812) 407-95-23,www.conservatory.ru/theatre,kugaevsky@conservatory.ru,0,1027810336762,7812036476,"59.925978,30.298146"
19015,"Театр ""Странствующие куклы господина Пэжо"" (АНО)","Theatre ""Mr. Pejo's Wandering Dolls""",некоммерческое учреждение,"198516, Петергоф, Санкт-Петербургский пр., д. 60, лит. А, пом. 160","+7 (921) 942-07-56, 8-901-373-95-34, 8-951-677-53-39",www.pejo.ru,info.pejo@gmail.com,0,1127800002109,7819290070,"59.882202,29.889927"
19016,"Театр-студия ""Karlsson Haus"" (АНО)","Theatre studio ""Karlsson Haus""",некоммерческое учреждение,"191002, Санкт-Петербург, наб. реки Фонтанки, д. 50; 
ул. Ломоносова, д. 14;
ул. Фурштадская, д. 30","8 (812) 309-56-01, 8 (812) 954-81-23",http://www.karlssonhaus.ru,"t.karlssonhaus@yandex.ru , karlsson.bilet@gmail.com",0,1373511420708,1141886035,"59.930593,30.342729"
19017,"Театр-студия ""Горошины""","Theatre studio ""Peas""",некоммерческое учреждение,"191023 , Санкт-Петербург, Садовая ул., д. 27 (Театр «Приют Комедианта»)
юр. адрес: 197371, Санкт-Петербург, Комендантский пр., д. 33, к. 4, лит. А, пом. 7н","8 (812) 960-24-20, 8 (812) 960-24-21",http://goroshini.ru,teatrgoroshin@gmail.com,0,1197800001310,7814756670,"59.929361,30.323215"
19018,"Театр-студия ""Не-кабуки"" (АНО)","Theatre stusio ""Ne-kabuki""",негосударственное учреждение,"юр. адрес: 199004, Санкт-Петербург, линия 6-я В.О., д. 23, лит. А, пом. 4н","957-01-58, 8-921-349-51-02",https://vk.com/nekabuki,ne-kabuki@yandex.ru,0,1107800000824,7801269510,"59.941705,30.280576"
19019,Театр-студия Санкт-Петербургского Государственного Университета,St. Petersburg State University theatre studio,государственное федеральное учреждение,"190121, Санкт-Петербург, наб. Адмиралтейского канала, д. 27",8 (812) 312-51-97,"http://theatre-spbu.ru/ , http://vk.com/teatrspbgu",theatrespbu@gmail.com,0,-,-,"59.930068,30.286982"
19020,"Театр ""ТриЧетыре""","Theatre ""ThreeFour""",негосударственное учреждение,"194021, Санкт-Петербург, 2-й Муринский пр., д. 34",8 (812) 980-20-01,http://teatr34.ru/,office@teatr34.ru,0,-,-,"60.000604,30.356360"
19021,"Театр-фестиваль ""Балтийский Дом""","Theatre festival ""Baltic House""",государственное городское учреждение,"197198, Санкт-Петербург, парк Александровский, д. 4","8 (812) 232-93-80, 8 (812) 232-35-39",http://www.baltic-house.ru,fc@baltichouse.spb.ru,0,1037828004312,7813046396,"59.955537,30.312474"
19022,"Театр-фестиваль ""Балтийский Дом"". Экспериментальная Сцена под руководством Анатолия Праудина","Theatre festival ""Baltic House"". Experimental scene led Anatoliy Praudin",государственное городское учреждение,"197198, Санкт-Петербург, парк Александровский, д. 4",8 (812) 232-35-39,praudinexperimentalstage.com,ndiachenko@mail.ru,0,1037828004312,7813046396,"59.955537,30.312474"
19023,"Театр ""Цехъ свободных художников"" (АНО)","Theatre ""Free artists's ceh""",некоммерческое учреждение,"197110, Санкт-Петербург, Чкаловский пр., д. 12/20 В
юр. адрес: 191186, Санкт-Петербург, Конюшенная пл., д. 2, лит. В, пом. 28-н",+7 981-743-78-47,http://cehtheatre.com,mail@cehtheatre.com,0,1147800005352,7841292139,"59.959892,30.288542"
19024,Театр Юношеского Творчества,Youth Creativity Theatre,государственное учреждение,"191011, Санкт-Петербург, Невский пр., д. 39, лит. Д ((наб. реки Фонтанки, 35)",8 (812) 310-44-68,http://baseold.anichkov.ru/departments/theatre/,vidunova@mail.ru,0,1039644995473,1329261198,"59.932920,30.340039"
19025,ФМД-Театр (Театр литературно-мемориального музея Ф.М. Достаевского),FMD-Theatre (Theatre of the Dostoevsky Literery and Memorial Museum),государственное городское учреждение,"191002, Санкт-Петербург, Кузнечный пер., д. 5/2",+7 921-977-43-00,http://www.md.spb.ru,dostoevsky.museum@gmail.com,0,1027809232362,7825705438,"59.927120,30.350507"
19026,"Фольклорно-этнографическая студия ""Пан-Театр"" (АНО)","Folklore and Ethnographic Studio ""Pan-Theatre""",негосударственное учреждение,"1911186, Санкт-Петербург, Инженерная ул., 4/1, пом. 18 (Российский Этнографический музей)",8 (812) 998-44-95,-,panteatre@gmail.ru,0,1037843085499,7825127561,"59.937785,30.334712"
19027,"Фольклорный театр ""Этно""","Folklore Theatre ""Ethno""",негосударственное учреждение,"191028, Санкт-Петербург, Моховая ул., д. 3",+7 921-586-25-77,www.etno-spb.ru,director@etno-spb.ru,0,-,-,"59.945578,30.344590"
19028,Театро Ди Капуа,Teatro Di Capua,негосударственное учреждение,нет своей площадки,"8-981-983-27-41, 8-965-793-63-44",http://www.teatrodicapua.com,"tdcapua@gmail.com , teatro_di_capua@mail.ru",0,-,-,
